微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzZRQpvB1,2693391081,笑采蘑菇,weibo.cn/2693391081/IzZRQpvB1,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-24 00:10,2020/03/24 00:11:11,地铁,nova5Pro人像超级夜景,0,0,0
IzZRODQ2q,1759158377,养生长寿V,weibo.cn/1759158377/IzZRODQ2q,True,#武汉地铁已做好恢复运营准备#太好了地铁都恢复了  ,/,/,无,2020-03-24 00:10,2020/03/24 00:11:11,地铁,iPhone 11 Pro Max,0,0,0
IzZRI8GiE,3888602576,Alone9918,weibo.cn/3888602576/IzZRI8GiE,True,听说武汉的地铁快要通了，然而我们明天就要离开了，吃个自嗨锅，好好睡一觉。 武汉·市民之家  显示地图 [组图共2张] 原图 ,/,/,无,2020-03-24 00:10,2020/03/24 00:11:11,地铁,iPhone客户端,0,0,0
IzZRHy90Q,2864545582,向生而长,weibo.cn/2864545582/IzZRHy90Q,True,从大学一毕业，就在这儿。这里见证了我无数的喜怒哀乐，凌晨三点的街道，磅礴大雨的十字路口，小区到地铁站大概15分钟，2.5的摆渡车，途中有幸遇到过同行人，彷佛像千寻乘坐的那趟列车，最后还是剩自己。  ,/,/,无,2020-03-24 00:10,2020/03/24 00:11:11,地铁,iPhone客户端,0,0,0
IzZS71h5s,2169485534,大狗不怕不怕,weibo.cn/2169485534/IzZS71h5s,True,把窗户打开吧对心情会好一点这样我还能微笑着和你分别那是我最喜欢的唱片你说那只是一段音乐却会让我在以后想念说着付出生命的誓言回头看看繁华的世界爱你的每个瞬间像飞驰而过的地铁  原图 ,/,/,无,2020-03-24 00:10,2020/03/24 00:11:51,地铁,iPhone客户端,0,0,0
IzZRW4iIt,5135908775,五个自,weibo.cn/5135908775/IzZRW4iIt,True,#你认识的富二代都啥样#我堂哥 985毕业＋开保时捷 一个人去北欧旅行 但是 这么一个人 他竟然问我借手机玩地铁跑酷  ,/,/,无,2020-03-24 00:10,2020/03/24 00:11:51,地铁,vivo智能手机,0,0,0
IzZSj6lio,5381868286,奥利弗_呦呵,weibo.cn/5381868286/IzZSj6lio,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-24 00:11,2020/03/24 00:12:29,地铁,荣耀10 AI变色更潮美,0,0,0
IzZSj5ckP,5106975945,Mr_你想要的设计是什么,weibo.cn/5106975945/IzZSj5ckP,True,转租：宝乐新村 河豚公寓 家具齐全1800，可以短租至5月21日。近西乡地铁站，附近汇一城商场。  [组图共11张] 原图 ,/,/,无,2020-03-24 00:11,2020/03/24 00:12:29,地铁,iPhone客户端,0,0,0
IzZSumdKN,1771558492,付了了鱼,weibo.cn/1771558492/IzZSumdKN,False,分享图片  原图 ,比起已经很精彩的视频内容 更喜欢阿弥对于生活的态度吧 人生是自在与试错与成长 最近一直利用在地铁上的时间看书 每天回家也能开开心心的看书 似乎找回了五六年前纯粹平静的自己 曾经在漫无边际的世界里丢失过的自己  ,狂阿弥_,无,2020-03-24 00:12,2020/03/24 00:13:05,地铁,无,0,0,0
IzZSr4h5r,6926150051,狂吃不胖所以大吃特吃,weibo.cn/6926150051/IzZSr4h5r,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-24 00:12,2020/03/24 00:13:05,地铁,iPhone客户端,0,0,0
IzZSOruuM,1192600104,麦地,weibo.cn/1192600104/IzZSOruuM,True,#武汉地铁已做好恢复运营准备#武汉人民期待已久了吧？  ,/,/,无,2020-03-24 00:12,2020/03/24 00:13:35,地铁,写字种菜的iPhone 6,0,0,0
IzZSFzjIY,2203459530,雾雪蔚蓝,weibo.cn/2203459530/IzZSFzjIY,True,国外疫情那么厉害，但是最近的地铁上大家按要求“带了”口罩，真的只能说带了，佩戴都算不上，鼻子露在外面的，带鼻子下面的，还有各种和没带没啥区别的，警惕心放松许多，虽然我也觉得口罩难过的，但是可不可以忍忍  ,/,/,无,2020-03-24 00:12,2020/03/24 00:13:35,地铁,HUAWEI P20 Pro,0,0,0
IzZT0hmxG,5405498503,孙悟空上山打妖怪,weibo.cn/5405498503/IzZT0hmxG,True,首付30万买精装修地铁口不限购。联系我 西安  显示地图 原图 ,/,/,无,2020-03-24 00:13,2020/03/24 00:14:08,地铁,nova4e 3200W立体美颜,0,0,0
IzZSYsnCO,5021001488,猫咪都是小宝贝,weibo.cn/5021001488/IzZSYsnCO,False,#你认识的富二代都啥样# 这个很有意思吧 ，就你身边来说吧 （这里的富二代标准是:你觉得是富二代他就是富二代）  原图 ,哈哈哈哈看到这里有被笑到//@Ruinsso:跟一个富二代朋友聊到初恋，他说 你都不知道我为我初恋付出了多少，我为了她 都学会了坐地铁  ,喜脉洗脉,无,2020-03-24 00:13,2020/03/24 00:14:08,地铁,无,0,0,0
IzZTjrGmw,2104798307,谁家新燕啄春泥w,weibo.cn/2104798307/IzZTjrGmw,True,笑死我推上有个人说开什么玩笑小池，东京封城的话我新秋津地铁站咋办傻x  [组图共2张] 原图 ,/,/,无,2020-03-24 00:13,2020/03/24 00:14:48,地铁,微博国际版,0,0,0
IzZTgdORN,2338308434,糕冷Tomio,weibo.cn/2338308434/IzZTgdORN,True,倒数第二天在地铁上班。早高峰门口就一直有一只流浪猫猫徘徊。我把它抱出去好几次还是默默跑进来。主子就很瘦抱上去都没什么肉，可是我又没有办法。只能一次次把它抱走让它知道这里不能呆也没东西可以给它吃。反正突然就很难过但是无可奈何。高峰过了进去休息等我吃完午饭出来又看见它。大概是因为我一直抱它出去没有像其他人拿棒子吓它，它跑过来蹭蹭我的鞋跑了。当时就好难受。也说不上为啥就是难受。希望在这个世界的所有人和动物植物都能被温柔对待吧。 ,/,/,无,2020-03-24 00:13,2020/03/24 00:14:48,地铁,iPhone客户端,0,0,0
IzZTfzizv,6008116313,最最辣的妹,weibo.cn/6008116313/IzZTfzizv,True,那天我跟小贾说最近出了好多新电视剧啊，有一个叫你鬓边儿有朵海棠花，小贾在地铁上笑出猪叫  ,/,/,无,2020-03-24 00:13,2020/03/24 00:14:48,地铁,无,0,0,0
IzZTcCGpC,1680729543,坐视为乐,weibo.cn/1680729543/IzZTcCGpC,False,伦敦地铁 英国·伦敦  原图 ,哎约喂//@魏城WEICHENG :英国卫报今天的报道，说这是社交媒体用户发的今天上午伦敦地铁的照片//@酸枣派 :什么时候的照片？  ,魏城WEICHENG,无,2020-03-24 00:13,2020/03/24 00:14:48,地铁,微博国际版,0,0,0
IzZTc4rX2,2698146984,上海水务海洋发布,weibo.cn/2698146984/IzZTc4rX2,True,#世界水日，上海在行动# 【中国水周 | 上海地铁2号线11号线开行“世界水日”“中国水周”主题列车】申城阡陌密布的河网水系与纵横交错的地铁网格，成就了上海城市的四通八达。在“世界水日”当天，上海市水务局与申通地铁再次牵手，申城迎来了一个美丽的交集，“世界水日”“中国水周”主题专列正式发车。一起来看看吧～http://t.cn/A6zk384V [组图共6张] 原图 ,/,/,无,2020-03-24 00:13,2020/03/24 00:14:48,地铁,iPhone客户端,0,0,0
IzZTbb3vo,3392841814,_莫纳斯,weibo.cn/3392841814/IzZTbb3vo,False,《地铁·老头·手机》第二十弹，一些你看不懂的人间百态！#地铁老头手机# #花样宅家挑战#  王尼玛的微博视频  ,笑出猪叫  ,王尼玛,无,2020-03-24 00:13,2020/03/24 00:14:48,地铁,无,0,0,0
IzZTshSRT,2578932787,Ingram_FS,weibo.cn/2578932787/IzZTshSRT,True,疫情爆发以来就没有坐过地铁了……明天送文件不得不挤地铁，是真的有些怕  ,/,/,无,2020-03-24 00:14,2020/03/24 00:15:27,地铁,Share微博客户端,0,0,0
IzZTSB6JP,5498439504,岛国老中医,weibo.cn/5498439504/IzZTSB6JP,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,转发微博  ,行游大连,无,2020-03-24 00:15,2020/03/24 00:16:04,地铁,iPhone客户端,0,0,0
IzZTSkuIS,2169291094,覆盆子白桃糯米团,weibo.cn/2169291094/IzZTSkuIS,False,“真正委屈的 到底是谁呢”  原图 ,加班到地铁停了我也不敢一个人打车//@阿沫_二百://@南极----://@TwigTetora://@旺旺-多忙中://@热心网友黑师傅://@小李的无聊日常://@贩售野草莓:「我用二十年教会我的女儿如何保护自己，而你却没有花一秒教你的儿子不要伤害他人。」  ,草莓牛奶味的Haru,无,2020-03-24 00:15,2020/03/24 00:16:04,地铁,kunsnomi★iPhone 8,0,0,0
IzZTFzMvM,5263619122,巴蜀三才家教中心,weibo.cn/5263619122/IzZTFzMvM,True,人多的连地铁票都买不上！又热又急的……或许现在只是一个人过着无牵挂的日子……疯呀！或许独自在街角独行漫步、如若今生谁遇不曾遇见谁  ,/,/,无,2020-03-24 00:15,2020/03/24 00:16:04,地铁,iPhone客户端,0,0,0
IzZTE70GB,2610923087,全球最好看的电影,weibo.cn/2610923087/IzZTE70GB,True,#武汉地铁已做好恢复运营准备#  原图 ,/,/,无,2020-03-24 00:15,2020/03/24 00:16:04,地铁,仙女下凡的iPhone 11,0,0,0
IzZUs5zfF,5950011483,然后你笑了,weibo.cn/5950011483/IzZUs5zfF,True,两个月之后的第一次出门，获得了短暂了的快乐今天出地铁听见两女孩说手机落地铁上了 我俩偷笑说干嘛不冲进地铁去拿，结果我俩换乘下车我问了一句伞呢，这时空气仿佛静止，眼睁睁看着地铁关门，这时一位小伙经过我俩身边并笑出声看了我俩，那小位伙你坐地铁要小心了，丢东西可是会传染的  [组图共5张] 原图 ,/,/,无,2020-03-24 00:16,2020/03/24 00:17:44,地铁,Android,0,0,0
IzZUs4EtU,2808493877,没救惹,weibo.cn/2808493877/IzZUs4EtU,True,没救惹 fo先看看看 天天刷屏 会骂人 帮亲不帮理 我的vb想发啥就发啥过来sj撒野就是你bissow奶位狙位/lol大乱斗/刀剑乱舞婚刀鹤总/星露谷专精挖矿钓鱼还有捡垃圾目前跟谢恩384热恋中/地铁跑酷lpl edg/fpx/icon/owl nyxl/carpe/狗男喜欢并热爱每一位认真踏实的选手EDG一直以来的目标都是冠军不搞内🐟 nh只搞54 雷v9v8还有还有还有等我慢慢想 ,/,/,无,2020-03-24 00:16,2020/03/24 00:17:44,地铁,晚安iPhone X,0,0,0
IzZUqy7ez,5255419212,囚囚大作战,weibo.cn/5255419212/IzZUqy7ez,True,我以为我可以吃辣的，吃第一口我就后悔了(只是微辣的)接下来一口菜就得一口可乐一口白米酒，用完了一盒纸，被无情的嘲笑，成了她快乐源泉……最后没吃完所有的菜，放弃了(怕了怕了)[再见]，对面的居然说感觉不辣也不麻啊[抱拳]，最主要是她的调料里还加朝天辣！尽管最后失去味觉，但开始时的味道是真的好[强]来到地铁站，看到地铁线路图我迷糊了[再见]那就跟着半个导演乱走叭 让人意外的是到了目的地了半个导游居然也跑去看地图了，还在地铁站转悠了一圈才摸清了方向[抠鼻]，最后还是来到了想去的地方，这久刚好人不多，用名字写了藏头诗…拍了一些照片，位置选的不是很好……悄悄的拍了人家的许愿牌[憨笑]balabala了一路[憨笑][爱心]  笑了笑了～晚安 http://t.cn/AiO8wQCp 显示地图 [组图共11张] 原图 ,/,/,无,2020-03-24 00:16,2020/03/24 00:17:44,地铁,iPhone客户端,0,0,0
IzZUi2fBX,5961120612,落落手绘头像,weibo.cn/5961120612/IzZUi2fBX,True,我羡慕那些和你在同一座城市的人，可以和你擦肩而过，乘坐同一辆地铁，走同一条路，看同一处风景，他们甚至还可能在汹涌的人潮中不小心踩了你一脚说对不起，再听你温柔道声没关系，他们那么幸运，而我只能从心里对你说：我想你。男生女生头像早安心语正能量语录欧美女头动漫卡通头像手绘头像男女高冷壁纸无水印#情感语录##情侣头像##动漫头像# [组图共9张] 原图 ,/,/,无,2020-03-24 00:16,2020/03/24 00:17:44,地铁,微博 weibo.com,0,0,0
IzZUdhns8,5676639865,采芥,weibo.cn/5676639865/IzZUdhns8,False,《地铁·老头·手机》第二十弹，一些你看不懂的人间百态！#地铁老头手机# #花样宅家挑战#  王尼玛的微博视频  ,转发微博  ,王尼玛,无,2020-03-24 00:16,2020/03/24 00:17:44,地铁,HUAWEI P30 Pro,0,0,0
IzZU7n2pm,1398833271,慕容夏尔,weibo.cn/1398833271/IzZU7n2pm,False,【#武汉地铁已做好恢复运营准备#】23日上午，汉口火车站等地铁站内，保洁人员用喷雾器对车站站厅、站台等处进行无死角地消杀。针对乘客接触频次高的售票机、闸机、扶手、座椅、车门等处进行全面消杀。对于市民最关心的地铁何时恢复运营，武汉地铁运营公司相关负责人表示，网传信息均非官方发布，具体运营恢复时间目前仍未最终确定。http://t.cn/A6ze0u3D ,//@人民日报:【人民微评：开往春天的地铁】尽管武汉地铁何时恢复运营，尚未最终确定，但全面消杀行为是一个信号，带给市民憧憬。被疫情裹挟的沉重时光终会过去，被打乱的生活也会重归正轨。谁都挡不住春光照拂人心，遏制不住人们对安宁生活的向往。终有一天，开往春天的地铁载着我们抵达美好未来。  ,人民日报,无,2020-03-24 00:15,2020/03/24 00:17:44,地铁,HUAWEI P20 Pro,0,0,0
IzZUT0smG,5921878789,雨天日記本,weibo.cn/5921878789/IzZUT0smG,True,坐地铁的时候。我说，“要不你跟我回家吧？ ……… 不然我不回了，出去订个房间吧。”于是下地铁，选了一个带投影仪的酒店房间，下楼买了啤酒。今夜就请不要分开。  ,/,/,无,2020-03-24 00:17,2020/03/24 00:18:45,地铁,无,0,0,0
IzZUP6PmY,2165802057,糖炒栗子买一送一,weibo.cn/2165802057/IzZUP6PmY,True,我就不应该说明天就行这种屁话还要早起挤地铁 提前累了  ,/,/,无,2020-03-24 00:17,2020/03/24 00:18:45,地铁,为爱鼓掌的iPhone客户端,0,0,0
IzZUIlB36,3205542681,淦子淳_Clarence,weibo.cn/3205542681/IzZUIlB36,True,最早的车险是因为马诞生的；1989年的美国只有4000多辆汽车……早上看到北京地铁的拥挤状态！仿佛就在昨天：那郊区的筒子楼;隔壁房子老大爷的鸽子;每天晃晃悠悠两个小时才能到达目的地的公车以及每日往返都要路过的鸟巢，却已跨越了这么多年  ,/,/,无,2020-03-24 00:17,2020/03/24 00:18:45,地铁,iPhone客户端,0,0,0
