微博ID,用户id,用户昵称,微博链接,是否为原创微博,内容,转发理由,原始用户,发布位置,发布时间,信息采集时间,关键词,发布工具,转发数,评论数,点赞数
IzY9v9L1g,3184143960,hmmm别给我改名了,weibo.cn/3184143960/IzY9v9L1g,False,#肖战粉丝公益倡导# xz #肖战# 上一条限流了，重发，黑子造谣的“盗图”实际上是🎶官方店铺的宣传图，人手一份存锤澄清。 至于为什么和🍑宝的图一样，那是因为人家是同一家公司的  [组图共3张] 原图 ,还好哈哈哈//@是御夕吖:就是还没开学，才这么闲  评论配图  ,新酒记,无,2020-03-23 19:48,2020/03/23 19:49:13,开学,无,0,0,0
IzY9L7cCf,2435929080,为什么我好饿饿,weibo.cn/2435929080/IzY9L7cCf,True,开学焦虑源泉。  [组图共2张] 原图 ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,iPhone客户端,0,0,0
IzY9KvouU,6199178252,星星是兔兔吖,weibo.cn/6199178252/IzY9KvouU,True,好想快点开学继续拍照啊  [组图共3张] 原图 ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,vivo Z5x性能实力派,0,0,0
IzY9KdLLz,5742389562,dxtchhh,weibo.cn/5742389562/IzY9KdLLz,True,#河北开学时间河北赶紧开学吧  ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,iPhone客户端,0,0,0
IzY9J2Emg,5526828488,花見饭团,weibo.cn/5526828488/IzY9J2Emg,False,好久不见，大家想念剧场了么？受疫情影响，我们陆续取消了2月、3月的多部演出，这周，剧院开始有序复工，为能尽快且安全地在剧场再次见到大家做着各方面细致入微的准备工作。今天就借舞台维保之际，跟随摄像师小哥哥的镜头，来一趟剧场后台探秘吧～http://t.cn/A6zkZWm0  #广州大剧院舞台维保# #微博云剧场#  @微博戏剧 （摄像/剪辑：袁炳国）  http://t.cn/A6zkZgAp ,所以什么时候开学我好回广州  ,广州大剧院,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,鷹城牌Android,0,0,0
IzY9I7Pq6,5036419627,海中的蓝色鸢尾,weibo.cn/5036419627/IzY9I7Pq6,True,真的心态崩了…一天天盼开学一天天没消息每天刷微博的心都是颤悠悠的…  ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,iPhone 7,0,0,0
IzY9HyzQG,6388694395,黄凤三,weibo.cn/6388694395/IzY9HyzQG,True,#开学时间#山西给我开！不开我会死！  ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,荣耀20S,0,0,1
IzY9Hw5ZY,5695627226,汤圆圆子_,weibo.cn/5695627226/IzY9Hw5ZY,True,现在一看哪哪开学的消息就烦躁 山东到底什么时候通知啊 早点晚点都行你起码提前给个通知让人心里有个底啊 好烦我真是  ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,iPhone客户端,0,0,0
IzY9HgVTa,1828195612,全网球牛奶君,weibo.cn/1828195612/IzY9HgVTa,True,#开学后参加考试的你#有看到一个开学的消息部分地区毕业班要准备开学了！青海、贵州、新疆、西藏4省市高三、初三学子已顺利开学，即将开学的省份有（按时间先后顺序）：青海中小学其他年级：原则上从3月25日至31日陆续开学山西：3月25日高三开学、中考延期1个月宁夏：3月25日高三、初三原则上恢复正常上课云南：初、高三3月23日开学内蒙古：高三、初三3月30日开学陕西：高三3月30日，初三4月7日江苏：高三、初三3月30日，中小学其他年级4月7日，高校4月13日广西：4月7日高三、初三开学海南：4月7日高三、初三开学江西：4月7日高三、初三、中职毕业班 ,/,/,无,2020-03-23 19:48,2020/03/23 19:49:43,开学,nova4e 3200W立体美颜,0,0,0
IzY9Zzps1,3055940785,大浪淘尽风流人物,weibo.cn/3055940785/IzY9Zzps1,True,#开学时间#  敎师之家，男主女主分别在房间给学生上网课，三岁的宝宝安静的看paid ...  [组图共3张] 原图 ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,iPhone客户端,0,0,0
IzY9ZwY2u,3180938624,特别长的微博名儿_,weibo.cn/3180938624/IzY9ZwY2u,True,最近🐛了太多周边和娃衣之类的各种乱七八糟 好害怕再不开学实现快递自由我妈迟早把我和这些奇奇怪怪的东西一起赶出门外  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,iPhone客户端,0,0,0
IzY9YEzoE,5105584705,一颗元子圆又圆,weibo.cn/5105584705/IzY9YEzoE,True,只要开学拖得足够久我就能等到指导博后做实验的一天  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,vivo AI智慧拍照X21,0,0,0
IzY9YprON,5342526982,星辰正少年-,weibo.cn/5342526982/IzY9YprON,False,我可以我要冲  ,我去搞开学考了bj/t不要太想我  ,星辰正少年-,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,华为手机,0,0,0
IzY9XtrGE,5995424370,宇宙最困王小宝,weibo.cn/5995424370/IzY9XtrGE,True,#开学时间#要开就开能不能别tmd天天热搜有意思吗  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,千玺的千纸鹤,0,0,0
IzY9WA3Sw,5949053211,kudousaka,weibo.cn/5949053211/IzY9WA3Sw,True,好好看啊，二月兰好像也开了然鹅依旧不想开学嘿嘿  原图 ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,微博国际版,0,0,0
IzY9UgpyW,2943262303,baby你的旺仔,weibo.cn/2943262303/IzY9UgpyW,True,#疫情结束后对想念的人说的话#在家，我好想好想开学呀。到了学校，我想回家了，太想回家了@滴答小语0_0 @赣青团学 @江西理工大学团委 @江西理工大学日语181团支部  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,vivo AI智慧拍照X21i,0,0,0
IzY9T5bJP,5042413955,Patahhati,weibo.cn/5042413955/IzY9T5bJP,True,#山东开学时间#今天听江苏同学开学时间定下来就想把微博下回来看看山东是不是也能开个学结果毛都没有我顶不住了我想开学  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,荣耀 9X,0,0,0
IzY9Qqajk,5655884017,许郴河,weibo.cn/5655884017/IzY9Qqajk,True,#北京海关回应山东境外输入病例#别想开学了  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:18,开学,小米Max2 大屏大电量,0,0,0
IzYabnBod,5019766722,想喝芋泥啵啵奶绿_,weibo.cn/5019766722/IzYabnBod,True,虽然这么说有点腻腻乎乎的但是每次吵完架我都在想怎么还不开学啊快点开学吧我可以面对面哄哄他抱抱他告诉他不要生气了  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,HUAWEI P30 Pro,0,0,0
IzYaadLy2,5070495915,一只神奇的瓷兔子,weibo.cn/5070495915/IzYaadLy2,True,一天没看微博，世界是真美好，由此可见，快赶紧开学吧，小学生天天冲浪说话的时候思维都不带跟着走的，多学点知识比啥都强，学校是个好地方，一开学啥事儿都没了  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,vivo X20全面屏手机,0,0,0
IzYa9BRqo,2904645103,有你麻麻,weibo.cn/2904645103/IzYa9BRqo,True,#河南开学时间# 天天在微博上搜，再不开学，我就要改行了！教培机构好多都生存不下去了，我一月份的课时费还没给呢！ 或许家长也担心孩子们的课时费打水漂！ 洛阳·天城一品  显示地图 原图 ,/,/,#河南开学时间#,2020-03-23 19:49,2020/03/23 19:50:48,开学,iPhone客户端,0,0,0
IzYa62dh1,6310514995,Eleven鲸鱼,weibo.cn/6310514995/IzYa62dh1,True,没有文案，只是想开学就这么简单  原图 ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,小米8 屏幕指纹版,0,0,1
IzYa5sTnf,1745285551,新桐覆井凉,weibo.cn/1745285551/IzYa5sTnf,False,有人给塞尔维亚总统武契奇开通了超话，还给总统发私信，这合适吗  [组图共6张] 原图 ,//@血染_柒月:？？？？//@Machete蕎麥://@神龙独步绿洛客:真实有病//@鸡血豆腐_: 艹，尴尬的我头皮发麻……赶紧开学吧啊//@太阳的黄鱼: 虽然但是，还是不要减负了你看看这些脑子都要退化没了。//@太阳的黄鱼 : 有些人的脑子真的已经被洗得不会正常运作了吗？最需要独立思考的领域里面搞粉圈这套？  ,八组兔区爆料,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,iPhone客户端,0,0,0
IzYa4ABub,3993845165,圆脸就是可爱mua,weibo.cn/3993845165/IzYa4ABub,True,就开学这件事儿，一天提醒我五遍，我也是不太想去上学的  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,微博 weibo.com,0,0,0
IzYa41cnQ,5053099297,LanF_mxhy,weibo.cn/5053099297/IzYa41cnQ,True,又想开学又不想开学不想见到讨厌的人 银川  显示地图 原图 ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,vivo X20全面屏手机,0,0,0
IzYa3EQPV,6074699578,该给芊芊充电了,weibo.cn/6074699578/IzYa3EQPV,True,该掉的头发一根都不会少#开学时间# 兰溪市  显示地图 原图 ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,iPhone,0,0,1
IzYa3oc8C,6354667946,是哥哥的小粉丝HaNa呀,weibo.cn/6354667946/IzYa3oc8C,True,开学后的女生哈哈哈哈哈哈哈 是哥哥的小粉丝HaNa呀的微博视频  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,iPhone XS Max(金色),0,0,0
IzYa35qr5,6321685996,yui只想睡觉,weibo.cn/6321685996/IzYa35qr5,True,想开学，求求别在涨了，老实呆在住的地方不好吗？  ,/,/,无,2020-03-23 19:49,2020/03/23 19:50:48,开学,iPhone客户端,0,0,1
IzYaqsD2Z,6646297652,采蘑菇的次好怡,weibo.cn/6646297652/IzYaqsD2Z,True,#又到了乱穿的季节#然而没开学在家天天穿睡衣  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,HUAWEI nova 2s,0,0,0
IzYaqrzXG,6199178252,星星是兔兔吖,weibo.cn/6199178252/IzYaqrzXG,True,好想快点开学继续拍照啊@totallywu  [组图共3张] 原图 ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,vivo Z5x性能实力派,0,0,0
IzYaqb0UR,1727930160,下小雪是甜品宅女,weibo.cn/1727930160/IzYaqb0UR,True,开学了果然不一样 开始堵啦～  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,iPhone客户端,0,0,0
IzYaoD7Ng,5480855117,觉小锟,weibo.cn/5480855117/IzYaoD7Ng,True,愿望清单1 开学前读完20本书。2 开学前精进自己的[加油]。3 剪辑一个自己的视频。4 把砖石弄完。5 搞完自己作业。  原图 ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,HUAWEI Mate 20 X,0,0,0
IzYao59DU,5543693301,秦淮人大,weibo.cn/5543693301/IzYao59DU,True,图说 | @即将开学的你调整心态 做好防护，你准备好了吗？ http://t.cn/A6zDYaLC  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,HUAWEI P30 Pro,0,0,0
IzYao3MSN,6157785519,喜欢孤单看世界,weibo.cn/6157785519/IzYao3MSN,True,每天刷微博最想看到的热搜是“山东开学时间”  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,OPPO R9,0,0,0
IzYanvXQL,5855619231,LRAN·,weibo.cn/5855619231/IzYanvXQL,True,我是第99位申请创建“【超话】天津开学”→ 天津开学 的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→ http://t.cn/A6z09OmT 帮我加快创建速度吧~  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,超话,0,0,0
IzYantsKA,6538871399,拖拖桑,weibo.cn/6538871399/IzYantsKA,True,今天弟弟开学了，家里孤死了没有跟我一起捣鼓东西吃吃饭都不香  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,OPPO智能手机,0,0,0
IzYant84V,3954776336,Discover26,weibo.cn/3954776336/IzYant84V,True,等开学后 我一定把独处的时间加倍补回来  ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,iPhone客户端,0,0,0
IzYamCxZH,5953545367,银三百384,weibo.cn/5953545367/IzYamCxZH,True,#广州每天新增入境隔离上千人##开学真的来了你慌不慌# 感觉广州离开学的日子还很远呀，希望大家都能好好保护自己  原图 ,/,/,无,2020-03-23 19:50,2020/03/23 19:51:21,开学,华为手机 畅享玩不停,0,0,0
IzYaId41x,1770613205,终究会轮回,weibo.cn/1770613205/IzYaId41x,True,开心的内心变强大了，他爸在组装一个超级难的玩具。他是很想参与的，但只要他过去想干点什么，他爸就拒绝，让他走开，别打扰。刚才开心又凑过去，直接上手把他爸好不容易组装好的部分给拆下来。他爸着急了，说:你动了哪里，给我弄好。要不然你来吧！我不弄了。此刻，开心不慌不忙开始先沉默，然后拿起说明书，说:你看看，这个不是这样，应该这样。你动动脑子，好不好？他一直吧啦吧啦在给他爸讲解。但明显他爸不接茬儿。他爸又说:你别弄了，我没有时间跟你理论，赶紧给你装好。开心才不管他说了什么，继续:你这样，我怎么让它滚下来啊？爸爸，我先问你一个话题，这个。。。。？爸爸，这样，你能不能先按我说的试验一下？遇到这种情况，按以往，开心一定会低头哭，因为他认为他爸不理解他，不给他讲解的机会。今天没有，此时此刻，他还在跟他爸理论，试图说服他爸，还时不时问:爸爸，你听到我说话了吗？他爸一直沉默，因为不想搭理他，他太能说了。我的儿子我知道，好样儿的。#开学时间# 原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,小米CC9 美图定制版,0,0,0
IzYaHzGFf,6217083679,桃子味儿的饱嗝,weibo.cn/6217083679/IzYaHzGFf,True,因为还不开学 我可以细品甄嬛传了 可怕的是四郎这个老头子看的久了竟然透漏出那么一丝丝眉清目秀？！  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,无,0,0,0
IzYaHgmUX,2709714485,小姚同学呀yyy,weibo.cn/2709714485/IzYaHgmUX,True,啥时候能开学，我想开心一点  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,HUAWEI Mate 20,0,0,0
IzYaFwI6S,2863009260,叶阑的江小池,weibo.cn/2863009260/IzYaFwI6S,True,终于发货了，地址是个问题，还不知道什么时候开学  原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,OPPO超视野全面屏R15,0,0,0
IzYaFf43z,5817212067,牛13plus,weibo.cn/5817212067/IzYaFf43z,True,#你开学后的成绩#  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,OPPO R11s Plus,0,0,0
IzYaEBiLu,6074797156,林林bl,weibo.cn/6074797156/IzYaEBiLu,True,我的家乡随着春天的到来，按下了播放键 #开学时间# 目测也快开学了吧 驻马店  显示地图 [组图共9张] 原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,Android,0,0,0
IzYaE5bdn,5979010676,_妄为lu,weibo.cn/5979010676/IzYaE5bdn,True,#开学时间# 在不开学我就要沦陷成一名社会人了  原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,vivo AI智慧拍照X21,0,0,0
IzYaDawaX,6488851427,吃葡萄要吃葡萄皮吐葡萄的,weibo.cn/6488851427/IzYaDawaX,True,我真他妈服了，一群人催你🐴呢，天天催开学像是欠你多少钱一样，说什么山东教育厅不作为，你不喜欢山东大可滚去，不留，请你赶快走，天天叭叭什么？有这闲工夫，做做题不好吗 知道憋的话，那么请你语气客气点能怎么着？戾气重的要死，真是服了，个个都是专家昂，到达开学条件自然开学，慢慢等通知，不好吗，在这段时间，高三的好好看书，毕业的好好准备毕业论文，构思一下，谁都很难，都知道，但是这没办法啊，只能这样了，尤其是评论区那群人，真是醉了，一场疫情把人性的丑恶展现的淋漓尽致 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,HUAWEI nova 3,0,0,0
IzYaCA06u,6137977976,无法阻挡的夏女士,weibo.cn/6137977976/IzYaCA06u,True,这两天明显感觉自己体内的暴躁细胞逐渐活跃开学吧快开学吧（啊好想发脾气啊）  原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,iPhone客户端,0,0,0
IzYaBDqn9,5188545461,小范好困,weibo.cn/5188545461/IzYaBDqn9,True,快点开学吧  想吃后街的螺蛳粉配虾肉包  马路对面的烤冷面  隔一站地铁快乐柠檬  生煎包  星巴克和奈雪的欧包  地铁站里的贡茶  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:02,开学,拽猪Android,0,0,0
IzYaXf3C1,1804141403,营养美学导师HUANG婷儿,weibo.cn/1804141403/IzYaXf3C1,True,#开学时间#每天家长和朋友问我最多的一句就是什么时候开学？其实我也好想好想开学呀，跟着同伴们玩耍，早晨的早读，课间的欢声笑语，虽然上课好累，但是能看到可爱的学生笑脸，我真的超级喜欢  [组图共3张] 原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,iPhone XR,0,0,0
IzYaWnLO1,6496134053,Anita-ymy,weibo.cn/6496134053/IzYaWnLO1,True,#开学时间#看了一眼寒假作业：嗯？怎么比学案还多  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,荣耀10 AI变色更潮美,0,0,0
IzYaW42EF,1856263714,暮雨疏烟,weibo.cn/1856263714/IzYaW42EF,True,大吉大利，小区吃鸡我也想问，啥时候开学 暮雨疏烟的微博视频  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,iPhone XS Max,0,0,0
IzYaU2Fer,5598932973,粉红很甜_,weibo.cn/5598932973/IzYaU2Fer,True,#开学时间#大学提上日程啊  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,iPhone客户端,0,0,0
IzYaU2E60,5953795427,Amy和乔儿,weibo.cn/5953795427/IzYaU2E60,True,日常悲伤我想开学  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,OPPO Reno,0,0,0
IzYaTqRer,5141720561,-snowhaze-,weibo.cn/5141720561/IzYaTqRer,True,每一天都在等待惊喜。可以是开学可以的是喜欢的事情或者易烊千玺代言的可爱多。  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,nova5Pro人像超级夜景,0,0,0
IzYaT9bfN,5335430143,空等艺人兴,weibo.cn/5335430143/IzYaT9bfN,True,#开学时间#五月前我可以回学校吗  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,荣耀20S,0,0,0
IzYaStROe,2594264590,小白兔的大灰狼1106,weibo.cn/2594264590/IzYaStROe,True,两位在家等开学的老师提前感受了退休生活，撸猫，做甜品，弹琴，打游戏，看电影…自己做的榴莲千层太赞了，郭郭唱歌也太好听了  [组图共4张] 原图 ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,iPhone客户端,0,0,0
IzYaStOrY,6261542483,早春不过一棵树08,weibo.cn/6261542483/IzYaStOrY,True,#开学时间#河北这个傀儡省份啥时候能开学？？？疫情又不严重，再不开学人就要疯了。毕业生开学即毕业吗？？？  ,/,/,无,2020-03-23 19:51,2020/03/23 19:52:41,开学,荣耀10 AI变色更潮美,0,0,0
IzYbbqIug,5297353303,单恋热线cici,weibo.cn/5297353303/IzYbbqIug,True,#当得知开学时间后的你#的ui过草地会不会v色啊三天以后好成绩忙吗美女大富科技  ,/,/,无,2020-03-23 19:52,2020/03/23 19:53:15,开学,Android,0,0,0
